street,crime_count,street_name,latitude,longitude
S DREW ST,177,,41.872587659596,-87.62970994151891
S DREXEL AV,1527,,41.87331698491924,-87.63961825930097
S DREXEL AVE,17638,,41.88106595054598,-87.62957812357055
S DREXEL BL,874,,41.877010356289865,-87.62046062970764
S DREXEL BLVD,11840,,41.87952398367926,-87.62253136844421
S DREXEL ST,38,,41.870889004724106,-87.62841587073741
S DUNBAR AV,1,,41.88545959253462,-87.62813788485441
S DUNBAR AVE,45,,41.882460283562544,-87.63235912864376
S Damen Ave,5,,41.869948990340745,-87.63064199409746
S Damen ave,1,,41.87598958781678,-87.62245879635242
S Dauphin Ave,2,,41.87297990604705,-87.6204653154493
S Dearborn St,8,,41.88726276239609,-87.63484736713858
S Dearborn st,3,,41.875061039109546,-87.62188888518253
S Delano Ct W,1,,41.887432444417925,-87.63093121794329
S Desplaines ST,1,,41.87451994091282,-87.62927811973498
S Desplaines St,1,,41.88185538412732,-87.6343305096925
S Dobson Ave,1,,41.882829463492385,-87.63876685285771
S Dobson ave,1,,41.86908588985529,-87.63207424589709
S Dorchester Ave,17,,41.87516946384122,-87.63348733569266
S Dorchester ave,1,,41.87792039525338,-87.63338532835377
S Dr Martin Luther King Jr Dr,2,,41.871945158369364,-87.63361060901823
S Drake Ave,3,,41.88759808545621,-87.6315777316601
S Drexel AVE,1,,41.87699425553717,-87.62826910020098
S Drexel Ave,14,,41.88776681536829,-87.6349679744713
S Drexel Blvd,9,,41.881725642210654,-87.62548030612916
S Drexel ave,1,,41.880246488335864,-87.63802843320727
S EAST END AV,776,,41.88163744551655,-87.63851810577928
S EAST END AVE,11514,,41.880022852991004,-87.62500837645557
S EAST VIEW PARK,116,,41.872319397812404,-87.62296755984914
S EAST VIEW PK,1,,41.86870707611067,-87.62292374272684
S EBERHART AV,1120,,41.87730658101286,-87.63544824120137
S EBERHART AV.,1,,41.87077556289988,-87.62073385664836
S EBERHART AVE,15019,,41.86955331175162,-87.63581813160128
S EDBROOKE AV,506,,41.87505644694866,-87.62739530302078
S EDBROOKE AVE,4190,,41.878996021705525,-87.63728713015176
S EDWARD BARRON DR,1,,41.87389455967477,-87.63502496457828
S EGGLESTON  AVE,1,,41.87237085708981,-87.63157711327041
S EGGLESTON AV,990,,41.88218062905184,-87.63545094135566
S EGGLESTON AVE,12324,,41.875433577594066,-87.63198165146318
S EISENHOWER KENNEDY ER OB,1,,41.887629130588714,-87.62070667286243
S ELEANOR ST,184,,41.88410275165504,-87.63496682158362
S ELIAS CT,103,,41.86946074628184,-87.6334619172456
S ELIZABETH ST,14797,,41.87343589098868,-87.62968148399708
S ELLIOTT AV,1,,41.88365455820136,-87.62263354122243
S ELLIOTT AVE,7,,41.884997281708216,-87.63260648877554
S ELLIS AV,1981,,41.881844686869215,-87.63354331604953
S ELLIS AVE,22118,,41.869318110864704,-87.62576869468795
S ELLSWORTH DR,157,,41.8682965510514,-87.63161634825083
S ELSDON AV,1,,41.87468758538604,-87.62593244922962
S ELSDON AVE,99,,41.88342490945521,-87.63371810728057
S EMERALD AV,1838,,41.8843325402889,-87.63392166478991
S EMERALD AVE,23696,,41.87702652719973,-87.62525962945972
S EMERALD DR,181,,41.8819584045845,-87.62005263055376
S ERIKSEN DR,7,,41.87260322048432,-87.62655364172922
S ESCANABA AV,667,,41.88029363816552,-87.6214980309102
S ESCANABA AVE,8722,,41.8712272428329,-87.62476403672827
S ESMOND ST,394,,41.87946537232538,-87.63430668260425
S ESSEX AV,688,,41.87758869828295,-87.63312446805861
S ESSEX AV.,1,,41.87968626805577,-87.62201998778372
S ESSEX AVE,9485,,41.87948609968825,-87.62716555163347
S EUCLID AV,415,,41.8784749569423,-87.6387766898711
S EUCLID AVE,5536,,41.87275717113752,-87.62995996541136
S EUCLID PKWY,63,,41.874304705674895,-87.63616472804478
S EUCLID PW,3,,41.87818265683837,-87.63334380413104
S EUCLID STREET,1,,41.873262152863475,-87.6305202916512
S EVANS AV,1038,,41.87076568516164,-87.6212450853385
S EVANS AVE,14033,,41.88545404195839,-87.62564758828519
S EVERETT AV,60,,41.870224276551774,-87.62428245491061
S EVERETT AVE,1066,,41.88425914656219,-87.62444470764572
S EVERETT DR,57,,41.87037931774239,-87.62692184085864
S EWING AV,510,,41.884786495914994,-87.62825293197561
S EWING AVE,5643,,41.881028147504566,-87.63063273041148
S EXCHANGE AV,1239,,41.878674146397685,-87.63911246283297
S EXCHANGE AVE,14955,,41.88087926043947,-87.63817105574218
S East End Ave,14,,41.87680029188681,-87.63394689804666
S East View Park,3,,41.87900855900424,-87.63713167328955
S East end Ave,1,,41.88193286803947,-87.62389976926143
S Eberhart Ave,4,,41.871367088994866,-87.63771373825297
S Edbrooke Ave,1,,41.87101030965575,-87.62225744876203
S Eggleston Ave,1,,41.87866378523513,-87.63045478007986
S Elizabeth St,2,,41.87023423638205,-87.62680887986487
S Elizabeth st,2,,41.885459991837905,-87.62323628261353
S Ellis Ave,25,,41.88062109417962,-87.63829442566697
S Ellis ave,1,,41.870347940543525,-87.63881382025781
S Elsdon Ave,1,,41.873249584329855,-87.6370867706568
S Emerald Ave,6,,41.873300960805054,-87.63209883888563
S Essex Ave,1,,41.88695965568142,-87.62759247880437
S Essex ave,1,,41.88479947571366,-87.62559296998576
S Euclid Ave,4,,41.870350062610534,-87.62508159187253
S Evans Ave,4,,41.87360197763119,-87.6270178430601
S Everett Ave,11,,41.87491923947287,-87.6198465547347
S Ewing Ave,1,,41.87337102958994,-87.63421739058452
S FAIRFIELD AV,969,,41.886713445111255,-87.63930711190727
S FAIRFIELD AVE,13550,,41.88203377975747,-87.62529347218529
S FARRAGUT DR,12,,41.884827571548215,-87.62031121378723
S FARRAR DR,248,,41.88761203838314,-87.63849446484868
S FARRELL ST,471,,41.88453678645506,-87.62687380132685
S FEDERAL ST,13712,,41.88104684268747,-87.6372330014677
S FEDERAL STREET,1,,41.881103743328914,-87.62015034838798
S FIELDING AV,5,,41.88633637139079,-87.63101738678391
S FIELDING AVE,25,,41.868898959465724,-87.63255413019999
S FINANCIAL PL,840,,41.88462780623202,-87.6257700179707
S FOOD COURT ST,14,,41.877286873111885,-87.63869796929683
S FORD AVE,13,,41.87663789455647,-87.63041950120565
S FOREST AV,266,,41.886671110657886,-87.62697827792836
S FOREST AVE,3918,,41.87433305833309,-87.62929363471099
S FORRESTVILLE AV,240,,41.869421106156445,-87.620348635287
S FORRESTVILLE AVE,2641,,41.87530119803862,-87.63024265290174
S FORT DEARBORN,121,,41.87520567948474,-87.62614976539768
S FORT DEARBORN LSD ER,2,,41.88134464316659,-87.62549355378943
S FRANCISCO  AV,1,,41.87346286459224,-87.63348663037672
S FRANCISCO  AVE,2,,41.87060502462193,-87.62668980056308
S FRANCISCO AV,757,,41.868895942546715,-87.62784635328953
S FRANCISCO AVE,9762,,41.88549391769703,-87.62198335703421
S FRANKLIN EXT RYAN ER OB,9,,41.8770807552074,-87.63061392623574
S FRANKLIN ST,1340,,41.869639383660164,-87.62638469949114
S FRANKLIN St,1,,41.88452518840746,-87.63490689890791
S FRONT AV,64,,41.87652601763267,-87.6230232132647
S FRONT AVE,840,,41.88564240935325,-87.63493640039472
S FRONTENAC AVE,3,,41.87911141269083,-87.63595013698729
S Fairfield Ave,5,,41.8701375752828,-87.62157758997216
S Federal ST,1,,41.884510150084644,-87.62459930196394
S Federal St,2,,41.86907532637627,-87.62292542414579
S Federal st,2,,41.87686088151811,-87.63295209753409
S Financial PL,1,,41.87902952722051,-87.63797293514553
S Financial Pl,3,,41.88323293098705,-87.62815129846224
S Forrestville Ave,2,,41.87183180193747,-87.63603535600463
S Franklin St,1,,41.87178497303146,-87.63865995224896
S Front Ave,1,,41.879855968987435,-87.62299303644824
S GENOA AV,35,,41.868449964279755,-87.63881990710058
S GENOA AVE,601,,41.87955540553374,-87.62341008629228
S GILBERT CT,204,,41.87463477781137,-87.63280771202385
S GILES AV,157,,41.88002692994994,-87.63431574221752
S GILES AVE,2196,,41.86863216732156,-87.62509542963797
S GIVINS CT,205,,41.88061299825883,-87.62818488001889
S GLENROY AV,12,,41.88293368257984,-87.62629538324876
S GLENROY AVE,117,,41.87221763976357,-87.63275037906114
S GRADY CT,24,,41.87062220283357,-87.63720285973164
S GRATTEN AV,8,,41.88162391492713,-87.62262799786035
S GRATTEN AVE,99,,41.88735465167723,-87.62723305764901
S GREEN BAY AV,147,,41.87178202646722,-87.63768699309102
S GREEN BAY AVE,2008,,41.88435701943074,-87.6282248704728
S GREEN ST,23041,,41.88046570042028,-87.6241707582249
S GREEN STREET,5,,41.88216554455465,-87.62311083494288
S GREEN st,1,,41.8692242781092,-87.62484958726508
S GREENWOOD AV,1018,,41.885117055146445,-87.63407729915083
S GREENWOOD AVE,11620,,41.88090894547987,-87.63351675872326
S GROVE ST,48,,41.88725942132965,-87.63913152855129
S GULLIKSON RD,51,,41.879695856876666,-87.63646992905902
S Giles Ave,2,,41.88234440410355,-87.63628219433163
S Grady CT,1,,41.87280766523797,-87.62991258377909
S Green Bay Ave,1,,41.88639669899994,-87.63556571255704
S Green St,9,,41.87098480042236,-87.62462046336292
S Greenwood Ave,18,,41.878112390646685,-87.62156429775237
S Greenwood ave,2,,41.8710322911432,-87.62688144213955
S HALE AV,228,,41.87275758292304,-87.63666479142697
S HALE AVE,2167,,41.881768588303146,-87.62792630760183
S HALSTED  STREET,1,HALSTED,41.88327354916725,-87.65125574847109
S HALSTED PKWY,180,HALSTED,41.877136433127646,-87.6493355664734
S HALSTED PW,19,HALSTED,41.88785878927933,-87.65160002086522
S HALSTED SD,1,HALSTED,41.874073344766934,-87.65035403582343
S HALSTED ST,71690,HALSTED,41.879468881625804,-87.65239854511474
S HALSTED STREET,4,HALSTED,41.886482798807585,-87.65213128870268
S HAMILTON,1,,41.886016314631206,-87.63773049872707
S HAMILTON AV,457,,41.881231254048,-87.62166028963124
S HAMILTON AVE,5306,,41.871474988767964,-87.62043346079801
S HAMILTON ave,1,,41.877157667208316,-87.62088569783118
S HAMLET AV,4,,41.8816364008726,-87.63376826260253
S HAMLET AVE,55,,41.87186605049835,-87.63372529907551
S HAMLIN AV,758,,41.86996034818526,-87.63692264067313
S HAMLIN AVE,8733,,41.87019320880693,-87.63134112912518
S HAMLIN BL,90,,41.88401156752516,-87.63697232891568
S HAMLIN BLVD,1961,,41.87070640866345,-87.62693142100966
S HARBOR AV,3,,41.87204365963937,-87.63784779923782
S HARBOR AVE,30,,41.871436971564115,-87.62132537208247
S HARDING AV,637,,41.884529425055526,-87.6327187087529
S HARDING AVE,8387,,41.88121641534655,-87.62905448652664
S HARDING ST,1,,41.88164248526965,-87.62614657695075
S HARLEM AV,64,,41.880674680301205,-87.63447797262926
S HARLEM AVE,766,,41.86888012841526,-87.6306886643602
S HARPER AV,554,,41.88591947769382,-87.62841005482963
S HARPER AVE,6498,,41.88474782083404,-87.61996751314078
S HARPER CT,17,,41.87137232408277,-87.62596444721716
S HARTWELL AV,29,,41.881585871474,-87.62020089105283
S HARTWELL AVE,490,,41.88781201467906,-87.62606642776552
S HARVARD AV,832,,41.872972295839645,-87.6238288832374
S HARVARD AVE,10395,,41.870240582684225,-87.62418601391657
S HAYNES CT,236,,41.886303922482895,-87.63214333210463
S HEATH AV,6,,41.88071270589967,-87.63119714535807
S HEATH AVE,89,,41.876855301099766,-87.63359258221784
S HERMITAGE AV,1862,,41.88334259240901,-87.62107646871667
S HERMITAGE AVE,19435,,41.88691501718469,-87.6363043743025
S HERMITEGE AVE,1,,41.88559487299313,-87.62505137117147
S HERMOSA AV,87,,41.87315674801381,-87.63845430774157
S HERMOSA AVE,691,,41.87345994533769,-87.62155583526437
S HILLOCK AV,45,,41.880763573497916,-87.62537890678205
S HILLOCK AVE,533,,41.873243047022186,-87.62541223688851
S HOLDEN CT,24,,41.86866243012556,-87.63229357308454
S HOLLAND RD,1208,,41.880635066970854,-87.63687806868917
S HOLLETT DR,14,,41.88456007148894,-87.63509937402377
S HOMAN AV,1208,,41.88114562225637,-87.6316960571485
S HOMAN AVE,17842,,41.88002087190956,-87.63765098894743
S HOMEWOOD AV,113,,41.868438255998434,-87.6216087114524
S HOMEWOOD AVE,902,,41.87349260017535,-87.62340645994439
S HONORE ST,17071,,41.88808700600945,-87.63557137484003
S HONORE ST.,1,,41.87340341482367,-87.62654280424731
S HONORE STREET,1,,41.887408972692015,-87.62148371303618
S HOUSTON AV,430,,41.878157510401316,-87.62389779434947
S HOUSTON AVE,6008,,41.870814917062,-87.62025123631592
S HOXIE AV,242,,41.88738706468072,-87.63652542084242
S HOXIE AVE,3031,,41.87408846249607,-87.63779690004986
S HOYNE  AVE,1,,41.873534351977966,-87.6234808842117
S HOYNE AV,917,,41.87566631214331,-87.63803206065707
S HOYNE AVE,11273,,41.87494451049558,-87.62017233331518
S HYDE PARK BL,136,,41.880693671905185,-87.63147678107188
S HYDE PARK BLVD,2582,,41.871430770269946,-87.62007646405434
S HYDE PARK BV,94,,41.88451698018527,-87.63417045395099
S HYDE PARK DR,22,,41.869501373914424,-87.63866748885245
S Hale Ave,1,,41.87050756299011,-87.62818462832772
S Hale ave,1,,41.88667526842411,-87.62986513143989
S Halsted ST,2,HALSTED,41.885035909649126,-87.6485272676028
S Halsted St,7,HALSTED,41.882348670915356,-87.64280754525427
S Halsted st,2,HALSTED,41.87165627411807,-87.65022067882049
S Hamilton Ave,2,,41.88084604313077,-87.63838606783632
S Hamlin Ave,1,,41.87533080375526,-87.62910401067438
S Harding Ave,1,,41.888024489860896,-87.63030932874756
S Harlem Ave,1,,41.88442113514229,-87.63115865429867
S Harper Ave,12,,41.884027814452395,-87.6278917039676
S Harper ave,1,,41.88583190883005,-87.631581148953
S Harvard Ave,2,,41.880186088396435,-87.62719962638762
S Hermitage Ave,2,,41.876447658836014,-87.63691375912626
S Hermitage ave,1,,41.86997118813825,-87.63946656898801
S Hermosa ave,1,,41.88557068528491,-87.63507050175522
S Hillock Ave,1,,41.87233013498564,-87.62507929199148
S Homan Ave,7,,41.87450032226175,-87.62967910615177
S Homewood Ave,1,,41.87135022130595,-87.62060508557076
S Honore st,1,,41.88513162800035,-87.6225242075407
S Houston Ave,2,,41.876235474971445,-87.62455277572586
S Houston ave,1,,41.8709775231078,-87.63962761994817
S Hoyne Ave,1,,41.86849945865156,-87.62806796525192
S Hyde Park Blvd,12,,41.87720789810496,-87.62943969302184
S I57 EXPY IB,4,,41.86824926280835,-87.63134626760686
S I57 EXPY OB,3,,41.88246136322402,-87.63094612596065
S IB CHICAGO SKYWAY,2,,41.88274438412625,-87.63513962071207
S IB DAN RYAN EXPY,2,,41.884362840089636,-87.62803137519093
S IB DAN RYAN LOCA,1,,41.872315261988604,-87.63506559048292
S INDEPENDENCE  BV,1,,41.8806606092914,-87.62320120813575
S INDEPENDENCE BL,295,,41.876412555640584,-87.63463399141745
S INDEPENDENCE BLVD,6614,,41.885440232138215,-87.62641463416499
S INDEPENDENCE BV,17,,41.87706170974567,-87.63004199609442
S INDIANA AV,3371,,41.87218512935873,-87.6272639473987
S INDIANA AVE,41510,,41.875274850210864,-87.61988709646651
S INDIANA PKWY,17,,41.877703670305245,-87.6300822878762
S INDIANAPOLIS AV,35,,41.87941703574822,-87.62146487993763
S INDIANAPOLIS AVE,430,,41.8841163619972,-87.63077739860405
S INGLESIDE AV,1331,,41.88247398531946,-87.62807529002438
S INGLESIDE AVE,17014,,41.87794734097403,-87.63595368454432
S INTERSTICHEL WAY,1,,41.877378725269104,-87.63488362825956
S IRON ST,546,,41.88639684299704,-87.63309186373007
S Independence Blvd,1,,41.88714528029067,-87.6291388941981
S Indiana Ave,21,,41.88073088757353,-87.62894119111021
S Indiana ave,2,,41.87068761233934,-87.63228357561984
S Ingleside AVE,1,,41.87008292224556,-87.62734091911634
S Ingleside Ave,10,,41.87703748390401,-87.62424030056859
S JACKSON BL,2,,41.872509409619994,-87.63650867883142
S JASPER PL,10,,41.87622664461928,-87.62126829233563
S JEFFERSON ST,3282,,41.88230843630025,-87.63142152750414
S JEFFERY AV,559,,41.87844544339509,-87.63811573977647
S JEFFERY AVE,1997,,41.887791517927525,-87.62647185390611
S JEFFERY BL,871,,41.87380808136927,-87.62808383211569
S JEFFERY BLVD,16945,,41.870289647321385,-87.62048326662385
S JEFFERY DR,29,,41.87159569975767,-87.6268393936389
S JENSEN BLVD,1,,41.87300908925078,-87.62544877234703
S JOURDAN CT,11,,41.88363642734481,-87.62633160542177
S JUSTINE  STREET,1,,41.880389989205106,-87.62195061812096
S JUSTINE ST,20198,,41.869672534219795,-87.6331817046844
S JUSTINE STREET,1,,41.87306574959262,-87.6200397207587
S JUSTINE st,1,,41.87588779559334,-87.6251477460152
S Jefferson St,2,,41.881794503277625,-87.63555837525045
S Jefferson st,2,,41.87287995360423,-87.63417430872894
S Jeffery Blvd,2,,41.87632254556519,-87.63511349868699
S Jeffery ave,1,,41.86849302965494,-87.62221213886386
S Jeffery blvd,1,,41.88741219662762,-87.63296859225937
S Justine St,3,,41.874870137588516,-87.63965816374451
S Justine st,1,,41.88170501376661,-87.62329120208503
S KANST DR,80,,41.871032166007204,-87.63660667301266
S KARLOV AV,840,,41.883901664999435,-87.62747418503292
S KARLOV AVE,12592,,41.86899721115256,-87.62734906019075
S KEATING AV,248,,41.87427835445688,-87.63242549689059
S KEATING AVE,3097,,41.88349462836594,-87.62358129614655
S KEDVALE  AVE,1,,41.8761071325368,-87.62085694127988
S KEDVALE AV,524,,41.876229254359046,-87.6243632792954
S KEDVALE AVE,7986,,41.87777754529129,-87.62184935346956
S KEDZIE AV,3221,,41.886255224873004,-87.63805166384257
S KEDZIE AVE,39378,,41.88682986662621,-87.6232893031696
S KEEFE AV,3,,41.883926214286255,-87.63578177320629
S KEEFE AVE,25,,41.8842023841751,-87.6227973453063
S KEELER AV,817,,41.873883006689084,-87.62075479843276
S KEELER AVE,10729,,41.86909720292799,-87.63680181493505
S KEELEY ST,500,,41.87885162276103,-87.62828415057756
S KENNEDY EXPY IB,1,,41.88100300166602,-87.63946061741369
S KENNEDY EXPY OB,2,,41.887307335492444,-87.63890823814532
S KENNEDY XP,1,,41.87096123905447,-87.63951970964948
S KENNETH AV,447,,41.87943716866589,-87.62115466232159
S KENNETH AVE,5601,,41.88141894332161,-87.6233468506304
S KENTON AV,65,,41.86836562406918,-87.62895969403041
S KENTON AVE,1643,,41.87729125955011,-87.62982064111559
S KENWOOD AV,585,,41.86954426370671,-87.62611129277862
S KENWOOD AVE,7861,,41.878164408297174,-87.62449702300277
S KERFOOT AV,74,,41.87780581268124,-87.63681236727547
S KERFOOT AVE,859,,41.88106513908156,-87.6363522727579
S KILBOURN AV,408,,41.8855478912671,-87.62753767521862
S KILBOURN AVE,6479,,41.87124407767114,-87.62055323885038
S KILDARE AV,665,,41.87846730926671,-87.63834203096258
S KILDARE AVE,8938,,41.88063665808831,-87.63473602185975
S KILDARE BL,6,,41.88417386903755,-87.62344355852868
S KILDARE BLVD,205,,41.887678947117095,-87.62976260937951
S KILPATRICK  ST.,1,,41.87719913759456,-87.62473048789107
S KILPATRICK AV,386,,41.870749413126845,-87.62886168972415
S KILPATRICK AVE,5435,,41.879024952002624,-87.63801053754379
S KIMBARK AV,612,,41.876459681710145,-87.62273430402865
S KIMBARK AVE,7706,,41.8852230724399,-87.6378152467016
S KING DR,3991,,41.86991441765496,-87.63454609045996
S KINGSTON  AVE,1,,41.88559532125108,-87.63722194829853
S KINGSTON AV,903,,41.882499936052554,-87.63777668760774
S KINGSTON AVE,12283,,41.88056275707496,-87.63267865401762
S KIRKLAND AV,40,,41.88387827925932,-87.6351261910235
S KIRKLAND AVE,652,,41.8808840365878,-87.63508634930848
S KNOX AV,208,,41.88237320566225,-87.6223264393088
S KNOX AVE,2634,,41.870636035982535,-87.6224680862281
S KOLIN AV,484,,41.87997150508829,-87.63725779018266
S KOLIN AVE,7868,,41.8766508371072,-87.6365827941303
S KOLMAR,1,,41.88210695777733,-87.62462263731165
S KOLMAR AV,191,,41.87021593040546,-87.62967720294611
S KOLMAR AVE,2781,,41.88439250112052,-87.62107673916898
S KOMENSKY AV,545,,41.87837035733484,-87.62079441552777
S KOMENSKY AVE,8205,,41.87881377940912,-87.631916190108
S KOSTNER AV,750,,41.88506406257106,-87.62994034579084
S KOSTNER AVE,12459,,41.87753805021129,-87.62999375021181
S KREITER AV,4,,41.8850357000374,-87.62316116916624
S KREITER AVE,34,,41.87617039984881,-87.63313400280259
S Karlov Ave,1,,41.877938560480786,-87.62834454980526
S Keating Ave,2,,41.872866744212565,-87.6239208983057
S Kedvale Ave,1,,41.87782965531465,-87.63311908903161
S Kedvale ave,2,,41.87023641985928,-87.63502309679193
S Kedzie Ave,5,,41.88708562343513,-87.63369800626361
S Kedzie ave,1,,41.87147718578734,-87.6305865441669
S Keeler Ave,3,,41.87424175486721,-87.63909681499457
S Keeler ave,1,,41.874562904345595,-87.6289178275212
S Keeley St,1,,41.879134247440405,-87.63266882157646
S Kenneth Ave,6,,41.87704605512506,-87.6204896416353
S Kenneth ave,1,,41.87564696954461,-87.63463546373481
S Kenwood Ave,14,,41.87296934088134,-87.63064470774592
S Kenwood ave,2,,41.88329040297434,-87.63568023631623
S Kilbourn Ave,1,,41.88228592254282,-87.63937700353301
S Kilpatrick Ave,3,,41.87647865955968,-87.62428269869595
S Kimbark Ave,14,,41.87487465911549,-87.62852525797109
S Kimbark ave,1,,41.87219958465652,-87.62496009217747
S Knox Ave,1,,41.86914558206538,-87.6227491471025
S Kolin Ave,4,,41.87206392772843,-87.62231203936584
S Komensky Ave,5,,41.87515058482602,-87.62534632851052
S Komensky ave,1,,41.87448450595573,-87.6216817665753
S Kostner Ave,2,,41.870632742510374,-87.63622960421455
S L3 ST,2,,41.87796060250318,-87.63816123121924
S LA CROSSE AV,52,,41.87201960369404,-87.62092467235577
S LA CROSSE AVE,1823,,41.88762979322296,-87.63227481341339
S LA SALLE ST,14946,,41.88656572042028,-87.62890350648654
S LACROSSE AV,137,,41.87349484931748,-87.6257520255784
S LAFAYETTE AV,1179,,41.8812780361315,-87.62001749361782
S LAFAYETTE AVE,14632,,41.87340094574819,-87.62635880994677
S LAFAYETTE ST,24,,41.86914047510059,-87.63752707922607
S LAFLIN AVE,3,,41.86817836749903,-87.6198107863788
S LAFLIN PL,5,,41.88414547394295,-87.62406553970533
S LAFLIN ST,29006,,41.878294521505765,-87.63379865834189
S LAFLIN ST.,1,,41.87112528568926,-87.63410650522307
S LAKE PARK AV,942,,41.87561942443859,-87.6246737980604
S LAKE PARK AVE,11771,,41.878893235778065,-87.6382503274689
S LAKE PARK AVE W,36,,41.86846058017918,-87.63775335640932
S LAKE SHORE DR,1818,,41.87630997427395,-87.62113614165902
S LAKE SHORE DR E,2072,,41.88084804962419,-87.62376348200249
S LAKE SHORE DR NB,1107,,41.877427491890096,-87.6325666783361
S LAKE SHORE DR SB,1725,,41.870268007454335,-87.62228133955628
S LAKE SHORE DR W,641,,41.88376320058056,-87.63643763804805
S LAKE SHORE W DR,9,,41.87834521127753,-87.63005250384158
S LAKEFRONT DR,8,,41.88060183105373,-87.62087626212018
S LAMON AV,315,,41.879695428835255,-87.62899565466444
S LAMON AVE,2360,,41.8691064586587,-87.63854185047964
S LANGLEY AV,1590,,41.87184693582654,-87.63915058456617
S LANGLEY AVE,18474,,41.8829670579114,-87.62533339392013
S LAPORTE AV,138,,41.87082112468864,-87.6230784219841
S LAPORTE AVE,1449,,41.871195720696925,-87.63377648826005
S LARAMIE AV,194,,41.87307953798323,-87.63235385802854
S LARAMIE AV OVERPASS,6,,41.8731932753178,-87.63002098147123
S LARAMIE AVE,3352,,41.876248157627096,-87.62006861018442
S LARAMIE AVE OVERPASS,1,,41.869218527002566,-87.63695637247226
S LASALLE ST,8,,41.869156517878174,-87.62728317610035
S LASALLE STREET,2,,41.86919018554828,-87.62307120525249
S LATROBE AV,38,,41.878338772613645,-87.62925984750838
S LATROBE AVE,412,,41.87933189015425,-87.63638372587388
S LAVERGNE AV,342,,41.87205380606229,-87.63342365354254
S LAVERGNE AVE,4554,,41.87996992831644,-87.6355976444812
S LAWLER AV,71,,41.87042663454267,-87.62039766227163
S LAWLER AVE,1045,,41.8685396362962,-87.62374605189328
S LAWNDALE AV,829,,41.883860702991505,-87.63385571772311
S LAWNDALE AVE,11271,,41.87081253232015,-87.6368874270659
S LEAMINGTON AV,113,,41.88204863234475,-87.62694386817827
S LEAMINGTON AVE,2672,,41.88375491348503,-87.62105037655202
S LEAVITT ST,5432,,41.881938547265335,-87.63668296926897
S LECLAIRE AV,86,,41.87296885233531,-87.62295612538254
S LECLAIRE AVE,1042,,41.87228612151669,-87.63834955366092
S LEE PKWY,26,,41.88216560108085,-87.6317494728902
S LEYDEN AV,25,,41.88650080105092,-87.62679489857813
S LEYDEN AVE,157,,41.86990837955584,-87.62084286865493
S LINDER AV,31,,41.87327114527281,-87.63305575019187
S LINDER AVE,327,,41.87614520827368,-87.63877551407192
S LITUANICA AV,103,,41.878030308444615,-87.6373336301785
S LITUANICA AVE,1414,,41.87611940653377,-87.63278580424016
S LLOYD AV,2,,41.88355680166853,-87.62373658976735
S LLOYD AVE,90,,41.87116825764779,-87.63246897625241
S LOCK ST,339,,41.87556706322064,-87.63677179112128
S LOCKWOOD AV,85,,41.88406907010103,-87.6256554334333
S LOCKWOOD AVE,1645,,41.87190763572595,-87.63246556182813
S LONG AV,60,,41.87021610049713,-87.62723586805814
S LONG AVE,955,,41.870527438490974,-87.6200813166275
S LONGWOOD DR,2445,,41.88371364149376,-87.63199522900833
S LOOMIS  STREET,1,,41.87967127864559,-87.62157316367568
S LOOMIS BL,674,,41.87918198560792,-87.63631003027204
S LOOMIS BLVD,15144,,41.875674067111625,-87.62293710269941
S LOOMIS PL,16,,41.8809842603198,-87.62678551231333
S LOOMIS ST,10364,,41.88543642971377,-87.62192053885076
S LOOMIS st,2,,41.88649585143559,-87.63790301613494
S LOOP DR,14,,41.878982520039266,-87.62498980957564
S LOREL AV,53,,41.883238536902546,-87.6276656759606
S LOREL AVE,721,,41.871435746703675,-87.62385158892117
S LOTHAIR AV,7,,41.882502226670304,-87.63807728456902
S LOTHAIR AVE,169,,41.87737619649349,-87.63632045200957
S LOTUS AV,219,,41.87484954091426,-87.63943837815589
S LOTUS AVE,2418,,41.87610659736822,-87.62880246157688
S LOUIE PKWY,55,,41.880491651856545,-87.62653019309742
S LOWE AV,2126,,41.88482582626205,-87.63549074185448
S LOWE AVE,23489,,41.87050963644877,-87.62276925656205
S LOWE ST,23,,41.87123225629786,-87.62030479837328
S LOWER WACKER DR,146,,41.88495076458798,-87.62978246788221
S LSD STEVENSON ER NB,1,,41.88772842849844,-87.63785246541784
S LSD STEVENSON ER SB,3,,41.8741613152235,-87.62703551169919
S LUELLA AV,397,,41.875100137369465,-87.62123254896039
S LUELLA AVE,5519,,41.86941252176356,-87.62881176335878
S LUMBER ST,341,,41.879917325347904,-87.62674543752446
S LUNA AV,26,,41.87321332446664,-87.6325086714496
S LUNA AVE,350,,41.884973610593306,-87.6359011446206
S LYMAN ST,513,,41.88463735694347,-87.62854689154194
S LYNN WHITE DR,360,,41.88334375022389,-87.62552785267474
S LYON AV,10,,41.8722502299077,-87.62842374527132
S LYON AVE,122,,41.88545446305611,-87.63115767526396
S LYTLE ST,666,,41.88743181540447,-87.63075569799797
S La Salle St,1,,41.87095571273336,-87.63201130639845
S La Salle st,1,,41.88713404812781,-87.6334055830132
S Lafayette Ave,2,,41.88546196319734,-87.62217498636636
S Laflin St,8,,41.87510373048664,-87.638134846839
S Laflin st,1,,41.88259115818318,-87.63356975401972
S Lake Park Ave,14,,41.88375847228515,-87.6309469030348
S Lake Shore Dr,1,,41.877805334846855,-87.62424181186503
